Engine_RPM,EGT1,EGT2,EGT3,CHT,Fuel_Flow,Oil_Temp,Oil_Pressure,Battery_Voltage,Battery_Current,Alternator_Temp,EFI_Fuel_Temp,EFI_Water_Temp,MAP_Injector,Operating_State,Robust_Anomaly_Score,Health_State
4644.0,1346.8823,1353.3726,1359.8628,202.51373,39.843136,215.6,56.0,27.7,0.0,198.11765,-2.2000008,186.79999,31.331566,CRUISE,0.8127852047470453,Normal
2888.0,1262.5099,1262.5099,1210.5883,200.5098,7.9686275,176.0,63.0,28.5,0.0,217.58826,78.8,165.2,14.674529,CRUISE_LOW,0.5677309085571958,Normal
4572.0,1353.3726,1359.8628,1359.8628,202.51373,41.835293,186.79999,56.0,27.7,0.0,198.11765,1.3999977,183.2,32.223907,CRUISE,0.6448540517717127,Normal
2912.0,1243.0393,1223.5686,1191.1177,200.5098,6.972549,188.59999,56.0,27.6,0.0,159.17648,89.59999,181.4,14.674529,CRUISE_LOW,0.645751431718425,Normal
5468.0,1243.0393,1275.4902,1275.4902,202.51373,62.75294,170.59999,58.0,27.6,0.0,172.15686,23.0,188.59999,34.90093,HIGH,0.7785200614456228,Normal
3620.0,1307.9412,1288.4706,1281.9805,202.51373,7.9686275,145.4,68.0,27.8,0.0,159.17648,66.2,194.0,23.597942,CRUISE_LOW,0.5840409899268447,Normal
5476.0,1275.4902,1294.9608,1288.4706,202.51373,62.75294,163.4,61.0,27.6,0.0,178.64706,42.799995,176.0,34.90093,HIGH,0.7273398634625263,Normal
5376.0,1269.0,1275.4902,1275.4902,202.51373,60.760784,167.0,60.0,27.6,0.0,178.64706,35.6,176.0,34.90093,HIGH,0.5202064433414788,Normal
4604.0,1333.902,1372.8431,1372.8431,198.50586,41.835293,177.79999,56.0,27.8,0.0,159.17648,5.0,183.2,32.223907,CRUISE,0.5198419831441724,Normal
4632.0,1333.902,1366.353,1359.8628,200.5098,39.843136,177.79999,56.0,27.8,0.0,165.66667,1.3999977,183.2,32.521355,CRUISE,0.5473596970805001,Normal
3472.0,1327.4117,1327.4117,1294.9608,202.51373,37.85098,177.79999,65.0,27.900002,0.0,185.13727,71.59999,192.2,14.377082,CRUISE_LOW,0.8561153118630467,Normal
5416.0,1269.0,1288.4706,1288.4706,202.51373,62.75294,159.79999,61.0,27.900002,0.0,172.15686,50.0,165.2,34.60348,HIGH,0.4616228541259584,Normal
4700.0,1366.353,1372.8431,1372.8431,202.51373,41.835293,206.6,56.0,27.7,0.0,185.13727,-2.2000008,183.2,31.331566,CRUISE,0.6965763035452067,Normal
3380.0,1230.0588,1230.0588,1197.6079,192.49411,5.9764705,149.0,67.0,27.5,0.0,139.70589,53.6,154.4,9.023036,CRUISE_LOW,0.8049904044370383,Normal
5392.0,1269.0,1294.9608,1294.9608,204.51764,60.760784,158.0,61.0,27.6,0.0,178.64706,50.0,161.59999,34.306034,HIGH,0.5294841861062491,Normal
5436.0,1275.4902,1288.4706,1281.9805,210.52942,7.9686275,145.4,66.0,27.6,0.0,211.09805,77.0,176.0,34.90093,HIGH,0.925824449797245,Normal
4656.0,1333.902,1359.8628,1372.8431,200.5098,41.835293,181.4,57.0,28.1,0.0,191.62746,5.0,183.2,31.92646,CRUISE,0.5314227742986247,Normal
4616.0,1333.902,1372.8431,1359.8628,200.5098,39.843136,177.79999,57.0,27.900002,0.0,185.13727,5.0,183.2,32.223907,CRUISE,0.4311266034568889,Normal
4840.0,1327.4117,1346.8823,1346.8823,200.5098,48.807842,192.2,54.0,28.0,0.0,178.64706,5.0,185.0,33.413696,CRUISE,0.7111420374859302,Normal
3748.0,1243.0393,1243.0393,1223.5686,202.51373,8.964705,152.59999,66.0,27.7,0.0,152.68628,32.0,163.4,10.51027,CRUISE_LOW,0.9428352018397218,Normal
2932.0,1256.0197,1236.5491,1191.1177,204.51764,6.972549,192.2,56.0,27.6,0.0,146.19608,89.59999,192.2,12.592401,CRUISE_LOW,0.6702648160129704,Normal
5324.0,1275.4902,1288.4706,1288.4706,198.50586,58.768627,183.2,57.0,27.6,0.0,152.68628,5.0,183.2,35.495823,HIGH,0.9914258087287344,Normal
4676.0,1359.8628,1366.353,1372.8431,202.51373,39.843136,206.6,55.0,27.7,0.0,191.62746,-2.2000008,183.2,31.629013,CRUISE,0.6360417830021328,Normal
3864.0,1269.0,1262.5099,1223.5686,210.52942,7.9686275,158.0,61.0,27.6,0.0,165.66667,84.2,168.79999,9.320483,CRUISE_LOW,0.4117606476174716,Normal
4608.0,1359.8628,1359.8628,1366.353,200.5098,41.835293,188.59999,56.0,27.7,0.0,198.11765,-2.2000008,183.2,31.92646,CRUISE,0.4414107389667568,Normal
5328.0,1275.4902,1288.4706,1288.4706,194.49803,59.764706,186.79999,56.0,27.6,0.0,165.66667,5.0,183.2,36.388165,HIGH,0.9885401513674296,Normal
5392.0,1333.902,1346.8823,1359.8628,210.52942,56.77647,168.79999,60.0,27.8,0.0,198.11765,35.6,167.0,34.60348,HIGH,0.9128509229497486,Normal
4152.0,1314.4314,1340.3922,1314.4314,200.5098,34.862743,177.79999,57.0,27.7,0.0,172.15686,-2.2000008,181.4,32.223907,CRUISE,0.7230351786664009,Normal
5356.0,1269.0,1294.9608,1288.4706,206.52155,63.74902,145.4,63.0,27.7,0.0,204.60785,75.2,177.79999,35.495823,HIGH,0.4966979917683903,Normal
5372.0,1275.4902,1294.9608,1294.9608,202.51373,62.75294,159.79999,61.0,27.7,0.0,191.62746,50.0,174.2,34.60348,HIGH,0.3156847164268311,Normal
5428.0,1269.0,1288.4706,1275.4902,204.51764,58.768627,143.59999,66.0,27.7,0.0,178.64706,71.59999,174.2,34.306034,HIGH,0.5750849217905256,Normal
5384.0,1340.3922,1359.8628,1366.353,210.52942,58.768627,165.2,60.0,28.2,0.0,198.11765,42.799995,174.2,34.60348,HIGH,0.9165473846206356,Normal
3792.0,1269.0,1262.5099,1210.5883,212.53333,10.956862,154.4,60.0,27.6,0.0,172.15686,82.399994,174.2,9.023036,CRUISE_LOW,0.518835391542447,Normal
3308.0,1243.0393,1243.0393,1191.1177,190.49019,7.9686275,149.0,65.0,27.5,0.0,146.19608,50.0,149.0,8.725589,CRUISE_LOW,0.7835289285301098,Normal
5496.0,1249.5294,1269.0,1262.5099,200.5098,60.760784,174.2,60.0,28.0,0.0,191.62746,19.400002,177.79999,34.90093,HIGH,0.8333379524356769,Normal
2952.0,1204.098,1210.5883,1171.6471,214.53723,11.952941,154.4,54.0,27.6,0.0,165.66667,78.8,172.4,10.51027,CRUISE_LOW,0.8847126331344937,Normal
5420.0,1256.0197,1288.4706,1275.4902,206.52155,61.756863,145.4,63.0,27.7,0.0,172.15686,64.399994,172.4,34.306034,HIGH,0.6324311923634526,Normal
4732.0,1366.353,1353.3726,1372.8431,202.51373,42.83137,201.19998,56.0,27.7,0.0,185.13727,-2.2000008,186.79999,31.629013,CRUISE,0.9214183435171104,Normal
5428.0,1256.0197,1288.4706,1288.4706,204.51764,62.75294,168.79999,60.0,27.900002,0.0,165.66667,32.0,190.4,35.495823,HIGH,0.6839326336645389,Normal
4164.0,1320.9216,1346.8823,1327.4117,200.5098,38.847057,183.2,56.0,27.7,0.0,172.15686,-5.800003,183.2,31.331566,CRUISE,0.6509241404285158,Normal
3096.0,1288.4706,1281.9805,1262.5099,214.53723,10.956862,183.2,63.0,28.400002,0.0,185.13727,59.0,192.2,17.351551,CRUISE_LOW,0.9947482465794218,Normal
4632.0,1340.3922,1359.8628,1372.8431,200.5098,41.835293,186.79999,57.0,27.7,0.0,165.66667,1.3999977,183.2,32.223907,CRUISE,0.4585084472659663,Normal
3164.0,1281.9805,1275.4902,1256.0197,214.53723,10.956862,183.2,63.0,28.400002,0.0,191.62746,59.0,194.0,17.054108,CRUISE_LOW,0.9704656434790828,Normal
4680.0,1366.353,1372.8431,1366.353,202.51373,39.843136,206.6,56.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.629013,CRUISE,0.8102592861100726,Normal
5428.0,1327.4117,1346.8823,1353.3726,208.52548,58.768627,149.0,63.0,27.8,0.0,211.09805,62.6,176.0,34.306034,HIGH,0.7272243772384732,Normal
4548.0,1333.902,1372.8431,1359.8628,200.5098,39.843136,186.79999,57.0,27.7,0.0,191.62746,1.3999977,183.2,31.92646,CRUISE,0.4593165403948036,Normal
4636.0,1340.3922,1372.8431,1353.3726,198.50586,39.843136,183.2,56.0,28.1,0.0,159.17648,5.0,183.2,31.92646,CRUISE,0.5553293597928733,Normal
5440.0,1262.5099,1288.4706,1281.9805,206.52155,61.756863,149.0,62.0,27.7,0.0,185.13727,59.0,165.2,34.60348,HIGH,0.5941317711018131,Normal
4624.0,1333.902,1353.3726,1359.8628,200.5098,42.83137,186.79999,56.0,27.7,0.0,165.66667,1.3999977,183.2,32.223907,CRUISE,0.5262782604003149,Normal
2900.0,1262.5099,1262.5099,1204.098,200.5098,7.9686275,192.2,62.0,27.7,0.0,185.13727,78.8,190.4,14.674529,CRUISE_LOW,0.4920140533114679,Normal
4548.0,1340.3922,1359.8628,1359.8628,202.51373,37.85098,215.6,56.0,27.7,0.0,204.60785,-2.2000008,185.0,31.331566,CRUISE,0.6779915551957356,Normal
3608.0,1294.9608,1301.451,1275.4902,202.51373,37.85098,181.4,65.0,27.900002,0.0,172.15686,71.59999,194.0,13.187295,CRUISE_LOW,0.8410641223323401,Normal
4912.0,1333.902,1359.8628,1346.8823,198.50586,48.807842,194.0,54.0,27.900002,0.0,185.13727,1.3999977,183.2,33.11625,CRUISE,0.7514361396112155,Normal
5424.0,1301.451,1314.4314,1314.4314,210.52942,58.768627,149.0,65.0,27.900002,0.0,185.13727,78.8,174.2,34.60348,HIGH,0.7529490795748877,Normal
3184.0,1256.0197,1281.9805,1230.0588,200.5098,7.9686275,118.399994,67.0,27.7,0.0,107.25491,73.399994,194.0,13.782187,CRUISE_LOW,0.5405620504762042,Normal
5380.0,1269.0,1294.9608,1288.4706,206.52155,60.760784,152.59999,63.0,27.6,0.0,198.11765,57.199997,177.79999,34.60348,HIGH,0.4310217292506964,Normal
4700.0,1359.8628,1366.353,1372.8431,202.51373,41.835293,203.0,56.0,27.7,0.0,185.13727,-2.2000008,186.79999,31.331566,CRUISE,0.9447822124442824,Normal
5472.0,1256.0197,1288.4706,1281.9805,202.51373,62.75294,170.59999,58.0,28.1,0.0,172.15686,28.399994,188.59999,34.90093,HIGH,0.7816734766193305,Normal
4760.0,1327.4117,1359.8628,1333.902,200.5098,52.792156,190.4,56.0,28.0,0.0,172.15686,1.3999977,183.2,33.413696,CRUISE,0.6122711414188815,Normal
4568.0,1320.9216,1353.3726,1346.8823,198.50586,39.843136,177.79999,58.0,27.8,0.0,185.13727,5.0,183.2,32.521355,CRUISE,0.4292364500096555,Normal
4848.0,1327.4117,1359.8628,1346.8823,200.5098,48.807842,192.2,56.0,27.900002,0.0,165.66667,1.3999977,183.2,33.711143,CRUISE,0.6025498251138116,Normal
4660.0,1346.8823,1372.8431,1359.8628,202.51373,39.843136,206.6,56.0,27.7,0.0,224.07843,-2.2000008,186.79999,31.331566,CRUISE,0.9087547359936532,Normal
4752.0,1359.8628,1353.3726,1353.3726,200.5098,46.815685,201.19998,56.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.92646,CRUISE,0.749276513313708,Normal
4568.0,1340.3922,1359.8628,1372.8431,202.51373,39.843136,215.6,56.0,27.7,0.0,230.56863,-2.2000008,186.79999,31.034119,CRUISE,0.8608174485312651,Normal
4392.0,1320.9216,1353.3726,1333.902,202.51373,3.9843137,206.6,56.0,27.7,0.0,230.56863,-2.2000008,183.2,31.331566,CRUISE,0.8275682370894231,Normal
4656.0,1346.8823,1372.8431,1372.8431,202.51373,39.843136,206.6,56.0,27.7,0.0,198.11765,-2.2000008,183.2,31.331566,CRUISE,0.7690205158330955,Normal
4672.0,1333.902,1359.8628,1353.3726,198.50586,41.835293,181.4,56.0,28.0,0.0,159.17648,5.0,183.2,32.223907,CRUISE,0.7210615426054019,Normal
4596.0,1346.8823,1372.8431,1372.8431,200.5098,39.843136,190.4,56.0,27.7,0.0,178.64706,-2.2000008,183.2,32.521355,CRUISE,0.52878348155534,Normal
4680.0,1346.8823,1359.8628,1366.353,204.51764,41.835293,213.79999,56.0,27.7,0.0,191.62746,-2.2000008,183.2,31.034119,CRUISE,0.5779511277648158,Normal
5324.0,1269.0,1288.4706,1288.4706,194.49803,58.768627,183.2,57.0,27.6,0.0,185.13727,5.0,183.2,35.79327,HIGH,0.8749274846998452,Normal
4664.0,1366.353,1366.353,1359.8628,202.51373,41.835293,206.6,56.0,27.7,0.0,198.11765,-2.2000008,186.79999,31.629013,CRUISE,0.6696506174798629,Normal
5468.0,1269.0,1288.4706,1281.9805,202.51373,61.756863,161.59999,61.0,27.8,0.0,178.64706,42.799995,177.79999,34.60348,HIGH,0.558986319257955,Normal
2984.0,1256.0197,1249.5294,1223.5686,198.50586,56.77647,177.79999,56.0,27.6,0.0,146.19608,86.0,190.4,12.294953,CRUISE_LOW,0.8121687503421,Normal
5488.0,1269.0,1288.4706,1275.4902,202.51373,6.972549,170.59999,61.0,27.6,0.0,198.11765,23.0,172.4,34.90093,HIGH,0.9494610034762015,Normal
4784.0,1327.4117,1359.8628,1340.3922,200.5098,47.811764,190.4,56.0,28.1,0.0,165.66667,1.3999977,183.2,33.11625,CRUISE,0.6330167452103183,Normal
5416.0,1275.4902,1294.9608,1288.4706,210.52942,62.75294,149.0,63.0,27.6,0.0,204.60785,59.0,177.79999,34.60348,HIGH,0.4521260739545443,Normal
4804.0,1327.4117,1346.8823,1340.3922,200.5098,52.792156,190.4,56.0,28.1,0.0,172.15686,1.3999977,183.2,33.413696,CRUISE,0.6630635042068306,Normal
4568.0,1333.902,1359.8628,1353.3726,202.51373,39.843136,215.6,56.0,27.7,0.0,191.62746,-2.2000008,183.2,30.736671,CRUISE,0.4912878597258305,Normal
2952.0,1243.0393,1223.5686,1197.6079,204.51764,7.9686275,174.2,57.0,27.6,0.0,185.13727,89.59999,165.2,14.377082,CRUISE_LOW,0.5884567613599627,Normal
3460.0,1243.0393,1262.5099,1230.0588,200.5098,8.964705,158.0,65.0,27.6,0.0,146.19608,64.399994,165.2,14.079635,CRUISE_LOW,0.5035496877037492,Normal
2980.0,1243.0393,1230.0588,1197.6079,212.53333,7.9686275,179.59999,57.0,27.6,0.0,178.64706,89.59999,192.2,14.079635,CRUISE_LOW,0.6539797533904039,Normal
5452.0,1256.0197,1281.9805,1275.4902,206.52155,61.756863,145.4,63.0,27.7,0.0,211.09805,64.399994,167.0,34.306034,HIGH,0.8083677342527136,Normal
5420.0,1269.0,1281.9805,1281.9805,206.52155,60.760784,149.0,63.0,27.6,0.0,178.64706,59.0,177.79999,34.306034,HIGH,0.4321744093835927,Normal
2900.0,1256.0197,1269.0,1204.098,204.51764,7.9686275,190.4,62.0,28.6,0.0,191.62746,78.8,192.2,14.674529,CRUISE_LOW,0.5679135785401893,Normal
3216.0,1256.0197,1236.5491,1204.098,200.5098,7.9686275,183.2,57.0,27.6,0.0,139.70589,86.0,192.2,11.997506,CRUISE_LOW,0.5693034832586799,Normal
2992.0,1262.5099,1294.9608,1223.5686,202.51373,8.964705,183.2,63.0,28.5,0.0,152.68628,62.6,176.0,15.2694235,CRUISE_LOW,0.6951936991221971,Normal
5440.0,1281.9805,1314.4314,1294.9608,212.53333,65.74117,167.0,53.0,27.6,0.0,191.62746,84.2,183.2,35.495823,HIGH,0.984342961818326,Normal
5308.0,1301.451,1320.9216,1333.902,210.52942,59.764706,143.59999,63.0,27.8,0.0,191.62746,66.2,172.4,35.495823,HIGH,0.8266316370992804,Normal
5464.0,1262.5099,1275.4902,1262.5099,202.51373,62.75294,172.4,60.0,27.6,0.0,191.62746,19.400002,168.79999,34.90093,HIGH,0.7881021293173702,Normal
5420.0,1256.0197,1288.4706,1288.4706,202.51373,62.75294,170.59999,60.0,28.0,0.0,172.15686,28.399994,181.4,34.90093,HIGH,0.568365756074372,Normal
3420.0,1249.5294,1249.5294,1204.098,192.49411,5.9764705,149.0,67.0,27.5,0.0,139.70589,53.6,152.59999,8.725589,CRUISE_LOW,0.8535215993053331,Normal
5264.0,1269.0,1294.9608,1294.9608,210.52942,63.74902,145.4,63.0,27.7,0.0,204.60785,75.2,177.79999,35.198376,HIGH,0.7450263551194168,Normal
3408.0,1275.4902,1275.4902,1236.5491,218.5451,7.9686275,154.4,66.0,27.7,0.0,172.15686,57.199997,174.2,11.997506,CRUISE_LOW,0.6561851219495489,Normal
4652.0,1359.8628,1359.8628,1359.8628,202.51373,38.847057,199.4,56.0,27.7,0.0,185.13727,-2.2000008,186.79999,32.223907,CRUISE,0.7747846025789075,Normal
4660.0,1366.353,1366.353,1359.8628,202.51373,41.835293,199.4,56.0,27.7,0.0,185.13727,-2.2000008,183.2,31.92646,CRUISE,0.7888897454212775,Normal
5432.0,1327.4117,1353.3726,1353.3726,206.52155,58.768627,149.0,63.0,27.8,0.0,191.62746,62.6,177.79999,34.306034,HIGH,0.7108610191948951,Normal
5364.0,1275.4902,1294.9608,1294.9608,204.51764,62.75294,159.79999,61.0,27.7,0.0,172.15686,50.0,167.0,34.90093,HIGH,0.4384772619282713,Normal
4828.0,1327.4117,1346.8823,1340.3922,200.5098,48.807842,203.0,55.0,28.0,0.0,185.13727,1.3999977,183.2,32.8188,CRUISE,0.7711024824335756,Normal
4632.0,1359.8628,1359.8628,1366.353,202.51373,38.847057,199.4,56.0,27.7,0.0,185.13727,-2.2000008,183.2,31.92646,CRUISE,0.7655370131309931,Normal
3168.0,1301.451,1288.4706,1275.4902,198.50586,7.9686275,138.2,68.0,27.8,0.0,126.725494,66.2,190.4,14.079635,CRUISE_LOW,0.6170562040972081,Normal
5452.0,1314.4314,1340.3922,1333.902,194.49803,58.768627,190.4,60.0,27.8,0.0,172.15686,5.0,177.79999,34.60348,HIGH,0.9311256437609056,Normal
4744.0,1366.353,1372.8431,1359.8628,202.51373,41.835293,203.0,56.0,27.7,0.0,185.13727,-2.2000008,186.79999,31.629013,CRUISE,0.9946638435223276,Normal
4620.0,1359.8628,1366.353,1366.353,200.5098,41.835293,190.4,56.0,27.7,0.0,198.11765,-2.2000008,183.2,32.223907,CRUISE,0.4857069855451615,Normal
4600.0,1346.8823,1372.8431,1372.8431,204.51764,37.85098,215.6,56.0,27.7,0.0,230.56863,-2.2000008,183.2,31.034119,CRUISE,0.7514409418773977,Normal
5448.0,1327.4117,1346.8823,1346.8823,210.52942,58.768627,147.2,63.0,27.8,0.0,198.11765,62.6,165.2,34.60348,HIGH,0.8948316570082454,Normal
4556.0,1340.3922,1366.353,1359.8628,202.51373,37.85098,215.6,56.0,27.7,0.0,204.60785,-2.2000008,186.79999,31.034119,CRUISE,0.7385364605340826,Normal
5484.0,1269.0,1288.4706,1275.4902,200.5098,62.75294,150.79999,62.0,27.7,0.0,178.64706,57.199997,170.59999,34.306034,HIGH,0.6043911596608262,Normal
2812.0,1256.0197,1269.0,1204.098,200.5098,7.9686275,186.79999,61.0,28.1,0.0,185.13727,78.8,183.2,15.2694235,CRUISE_LOW,0.5331983898269885,Normal
5432.0,1256.0197,1269.0,1269.0,198.50586,63.74902,174.2,57.0,28.0,0.0,159.17648,19.400002,179.59999,34.90093,HIGH,0.9271944523848752,Normal
4516.0,1346.8823,1366.353,1372.8431,200.5098,38.847057,188.59999,56.0,27.7,0.0,211.09805,-2.2000008,183.2,31.629013,CRUISE,0.7632813541313814,Normal
5488.0,1256.0197,1275.4902,1269.0,200.5098,63.74902,176.0,60.0,27.6,0.0,159.17648,15.799995,177.79999,34.90093,HIGH,0.8575352314690947,Normal
4724.0,1366.353,1359.8628,1372.8431,202.51373,41.835293,203.0,56.0,27.7,0.0,191.62746,-2.2000008,185.0,31.92646,CRUISE,0.727839165617602,Normal
4424.0,1333.902,1353.3726,1359.8628,200.5098,36.8549,192.2,56.0,27.7,0.0,198.11765,-2.2000008,183.2,31.629013,CRUISE,0.6198779739486868,Normal
4608.0,1333.902,1359.8628,1353.3726,200.5098,41.835293,177.79999,56.0,27.8,0.0,165.66667,5.0,183.2,32.521355,CRUISE,0.3742836853938353,Normal
4532.0,1333.902,1366.353,1353.3726,204.51764,38.847057,213.79999,56.0,27.7,0.0,230.56863,-2.2000008,183.2,31.331566,CRUISE,0.6236844284712343,Normal
4160.0,1314.4314,1346.8823,1327.4117,200.5098,31.87451,154.4,57.0,27.7,0.0,146.19608,-2.2000008,179.59999,31.629013,CRUISE,0.8391005781740406,Normal
3780.0,1275.4902,1249.5294,1223.5686,210.52942,7.9686275,158.0,61.0,27.6,0.0,146.19608,84.2,170.59999,9.6179285,CRUISE_LOW,0.4767167226297831,Normal
4748.0,1346.8823,1366.353,1372.8431,200.5098,41.835293,183.2,57.0,27.8,0.0,172.15686,1.3999977,183.2,32.521355,CRUISE,0.5893265651083883,Normal
4704.0,1372.8431,1372.8431,1359.8628,202.51373,39.843136,206.6,56.0,27.7,0.0,191.62746,-2.2000008,186.79999,31.629013,CRUISE,0.7627254791634809,Normal
4740.0,1359.8628,1372.8431,1366.353,200.5098,41.835293,190.4,57.0,27.7,0.0,185.13727,-2.2000008,186.79999,32.223907,CRUISE,0.8114263949032638,Normal
4456.0,1333.902,1359.8628,1353.3726,202.51373,38.847057,213.79999,56.0,27.7,0.0,230.56863,-2.2000008,183.2,31.034119,CRUISE,0.8727689720507964,Normal
